idc_id,tier,phenomenon_class,phenomenon,mechanism_causal_path,location_scale,site_scope,quantitative_evidence,linked_mech_rows,linked_rheo_rows,causal_relevance,evidence_strength,status,evidence_type,source_id,locator,vn_ids,prev_evidence_ids,extraction_method,confidence,applicability_SKRU1,notes
MR-IDC-0239,B_RECORD,flooding_dissolution_sinkhole,loss of integrity of water-protective strata (ВЗТ) leading to fresh-water inrush,mining parameters inconsistent with local geological conditions -> overstress/fracturing of water-protective pillar -> inflow of over-salt (надсолевой) aquifer water -> dissolution/flooding,deposit: ВКМКС | scale NOT_APPLICABLE,VKM_REGIONAL,,,,DIRECT for catastrophic regime (flooding/dissolution/sinkholes); NOT the normal SKRU-1 regime unless evidence of inflow,"INTERPRETATION | author interpretation, general",FACT,INTERPRETATION,VKM-SRC-025,p.5 Введение,EV-VN-S025-0011,,OCR_VISUALLY_CONFIRMED,MEDIUM (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,Motivates need for 'flexible geomechanical support system' incl. lab property testing.
MR-IDC-0240,B_RECORD,dynamic_failure,plasticity + creep + (under certain conditions) dynamic failure of salt rocks,"polymineral composition/structure/texture variability -> wide range of mechanical properties -> pronounced plasticity and creep, but also dynamic (brittle) failure in some conditions; governs design of room-and-pillar parameters",deposit: ВКМКС | scale NOT_APPLICABLE,VKM_REGIONAL,,,,LOCAL/CONTEXT: gas-dynamic or dynamic failures are local events in workings; only system-scale pillar bursts could produce sudden surface subsidence,INTERPRETATION | author synthesis of 20+ years of lab tests,FACT,INTERPRETATION,VKM-SRC-025,p.6 Введение,EV-VN-S025-0014,,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,
MR-IDC-0241,B_RECORD,dynamic_failure,gas release / gas-dynamic phenomena,"gas-bearing carnallite seams (N2, CH4, H2S, H2) -> suflyar releases and gas-dynamic events during mining",deposit: ВКМКС | scale NOT_APPLICABLE,VKM_REGIONAL,,,,LOCAL/CONTEXT: gas-dynamic or dynamic failures are local events in workings; only system-scale pillar bursts could produce sudden surface subsidence,QUALITATIVE | descriptive,FACT,DESCRIPTIVE,VKM-SRC-025,p.10 §1.1,EV-VN-S025-0069,EV-GEO-0327,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,
MR-IDC-0242,B_RECORD,damage_zone_microcracking,tectonic cleavage and brecciation of carnallite rock,tectonic movements -> intra-salt folding -> cleavage fractures and breccia-like fabric in carnallite -> pre-existing weakness/anisotropy,deposit: ВКМКС | scale NOT_APPLICABLE,VKM_REGIONAL,,,,INDIRECT: damage/disturbed zones reduce effective stiffness/strength and raise permeability; observable (GPR/ultrasound) proxy of pillar degradation,INTERPRETATION | descriptive,FACT,INTERPRETATION,VKM-SRC-025,p.15 §1.2,EV-VN-S025-0122,,OCR,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,
MR-IDC-0243,B_RECORD,flooding_dissolution_sinkhole,dissolution-enhanced fracture growth after ВЗТ breach,"loss of ВЗТ continuity -> fresh/low-mineralized water enters -> dissolves salt, widens fractures -> positive feedback on inflow -> flooding",deposit: ВКМКС | scale NOT_APPLICABLE,VKM_REGIONAL,,,,DIRECT for catastrophic regime (flooding/dissolution/sinkholes); NOT the normal SKRU-1 regime unless evidence of inflow,INTERPRETATION | general statement supported by case histories pp.17-20,FACT,INTERPRETATION,VKM-SRC-025,p.16 §1.3,EV-VN-S025-0125,,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,
MR-IDC-0244,B_RECORD,flooding_dissolution_sinkhole,>80 flooded potash/salt mines in Germany; Ronnenberg mine flooded 1975 (restored after 1940 conservation),type flooding; 1975–None; object: рудник «Ронненберг» (Germany),"mine: Germany potash mines (Stassfurt, Aschersleben, Ronnenberg) | scale NOT_APPLICABLE",OTHER_POTASH_SITE,,,,DIRECT for catastrophic regime (flooding/dissolution/sinkholes); NOT the normal SKRU-1 regime unless evidence of inflow,CITED,FACT,LITERATURE_CITED,VKM-SRC-025,p.18 §1.3,EV-VN-S025-0134,,OCR,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: OTHER_POTASH_SITE,"Refs [82],[81]. Early records late 19th-early 20th c. (OCR 'ХПХ' = XIX)."
MR-IDC-0245,B_RECORD,flooding_dissolution_sinkhole,"First water inrush in USSR salt deposits: roof (потолочина 25-30 m) collapse of chamber 70 m high, 25 m wide, 240 m long; surface sinkhole 20 m diameter, 15 m deep",type accident; 1919–None; object: Соль-Илецкое месторождение каменной соли,chamber: Соль-Илецкое месторождение | scale NOT_APPLICABLE,NON_VKM,,,,DIRECT for catastrophic regime (flooding/dissolution/sinkholes); NOT the normal SKRU-1 regime unless evidence of inflow,QUALITATIVE,FACT,DESCRIPTIVE,VKM-SRC-025,p.19 §1.3,EV-VN-S025-0137,EV-MIN-0342,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: NON_VKM,
MR-IDC-0246,B_RECORD,flooding_dissolution_sinkhole,Over-salt water inrushes into mines No.7 and 8 (Solotvino rock salt) in the 1950s; karst; mining in mine No.7 stopped 1952; cause: water-conducting fractures in water-protective pillar due to mining [81],"type flooding; 1950s–1952; object: Солотвинские рудники №7, №8","mine: Солотвинское месторождение, рудники №7, №8 | scale NOT_APPLICABLE",NON_VKM,,,,DIRECT for catastrophic regime (flooding/dissolution/sinkholes); NOT the normal SKRU-1 regime unless evidence of inflow,CITED,FACT,LITERATURE_CITED,VKM-SRC-025,p.19 §1.3,EV-VN-S025-0138,,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: NON_VKM,
MR-IDC-0247,B_RECORD,flooding_dissolution_sinkhole,Sol-Iletsk mine No.1 flooded within ~36 h after inter-chamber pillar failure and ВЗТ fracturing,type flooding; 1979–None; object: Соль-Илецкий рудник №1,mine: Соль-Илецкий рудник №1 | scale NOT_APPLICABLE,NON_VKM,,,,DIRECT for catastrophic regime (flooding/dissolution/sinkholes); NOT the normal SKRU-1 regime unless evidence of inflow,QUALITATIVE,FACT,DESCRIPTIVE,VKM-SRC-025,p.19 §1.3,EV-VN-S025-0139,EV-MIN-0341,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: NON_VKM,
MR-IDC-0248,B_RECORD,flooding_dissolution_sinkhole,"BKPRU-3 brine inflow timeline: early Jan 1986 10 m3/h in chamber No.50, western half-block of block 8 (mining continued); 1 Mar 150 m3/h; 9 Mar ~5000 m3/h; 12 Mar brine reached shaft-bottom loading points; ~300 Mt recoverable reserves lost; end of July 1986 surface sinkhole formed with gas explosion","type flooding; 1986-01–1986-07; object: БКПРУ-3, 8-й блок","chamber: БКПРУ-3, камера №50 западного полублока 8-го блока | scale NOT_APPLICABLE",OTHER_VKM_SITE,,,,DIRECT for catastrophic regime (flooding/dissolution/sinkholes); NOT the normal SKRU-1 regime unless evidence of inflow,QUALITATIVE,FACT,DESCRIPTIVE,VKM-SRC-025,p.19 §1.3,EV-VN-S025-0140,EV-MIN-0340,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: OTHER_VKM_SITE,Inflow rates as printed (м3/ч). Timeline details new vs EV-MIN-0340 (which gives official cause). Official cause: mismatch of parameters/order of stoping to conditions of block 8.
MR-IDC-0249,B_RECORD,flooding_dissolution_sinkhole,"BKPRU-1 emergency inflow: 17 Oct 2006 at brine collector, 4-5 western panels near exploration borehole No.17, 300-400 m3/h, two pump stations flooded; 18-20 Oct extra pumps 600-650 m3/h coped; 28 Oct brine on 6th western panel, inflow 1200 m3/h; pumping stopped, mining stopped, flooding uncontrolled",type flooding; 2006-10-17–2006-10-28; object: БКПРУ-1,"panel: БКПРУ-1, 4-5 западные панели, рассолосборник у скв. №17 | scale NOT_APPLICABLE",OTHER_VKM_SITE,,,,DIRECT for catastrophic regime (flooding/dissolution/sinkholes); NOT the normal SKRU-1 regime unless evidence of inflow,QUALITATIVE,FACT,DESCRIPTIVE,VKM-SRC-025,p.19 §1.3 (pp.19-20),EV-VN-S025-0142,,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: OTHER_VKM_SITE,Mine located within urban area (Березники).
MR-IDC-0250,B_RECORD,flooding_dissolution_sinkhole,Surface sinkhole formed over presumed inrush location end of July 2007; actively growing; 300x200 m by Nov 2007,type accident; 2007-07–2007-11; object: БКПРУ-1 (Березники),site: БКПРУ-1 провал 2007 | scale NOT_APPLICABLE,OTHER_VKM_SITE,,,,DIRECT for catastrophic regime (flooding/dissolution/sinkholes); NOT the normal SKRU-1 regime unless evidence of inflow,QUALITATIVE,FACT,DESCRIPTIVE,VKM-SRC-025,p.20 §1.3,EV-VN-S025-0147,,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: OTHER_VKM_SITE,
MR-IDC-0251,B_RECORD,bedding_contact_slip_delamination,microcracking / dilatancy onset in salt rock,"AE rate growth, sharp Vp drop (ultrasound perpendicular to load) and onset of intensive volumetric loosening (Fig. 2.16 curve 1) and grain-contact opening (optical microscopy, curve 2) all occur at σ ≈ (0.6-0.8)σсж -> threshold of intensive microdefect development, coalescence and macrocrack formation; elastic segment is AE-silent; residual-strength stage not identified by AE though microfracturing continues at lower intensity",specimen:  | scale LAB,VKM_REGIONAL,,,,DIRECT/INDIRECT: slip and separation on bedding contacts change overburden bending stiffness and time-dependent roof/interseam deformation (surface trough shape and delay),"LAB | lab, multiple independent methods (AE, ultrasound, volumetric strain, microscopy)",FACT,LAB_TEST,VKM-SRC-025,"p.47 §2.8, pp.47-48",EV-VN-S025-0261,,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,"Dilatancy/damage threshold 0.6-0.8 of UCS - candidate for damage-onset criterion in massif model (lab scale only). Also: for h/b=1,2 max AE rate at peak (main cracks formed); for h/b=0.5 max AE slightly precedes peak."
MR-IDC-0252,B_RECORD,damage_zone_microcracking,fracture process of salt rocks (summary §2.8),Failure mode and complete stress-strain diagrams depend on specimen aspect ratio; maximal fracture intensity from (0.6-0.8)σсж; post-peak fracture = dispersion over the whole volume; residual-strength stage = practically complete restructuring of salt rock.,specimen:  | scale LAB,VKM_REGIONAL,,,,INDIRECT: damage/disturbed zones reduce effective stiffness/strength and raise permeability; observable (GPR/ultrasound) proxy of pillar degradation,LAB,FACT,LAB_TEST,VKM-SRC-025,p.49 §2.8 conclusions,EV-VN-S025-0267,,OCR,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,
MR-IDC-0253,B_RECORD,dynamic_failure,post-peak softening / brittleness and dynamic failure propensity,"higher h/d -> steeper secant post-peak (decline) modulus -> prerequisites for dynamic (brittle) failure; linear for sylvinite and rock salt, parabolic for carnallite",specimen:  | scale LAB,VKM_REGIONAL,,,,LOCAL/CONTEXT: gas-dynamic or dynamic failures are local events in workings; only system-scale pillar bursts could produce sudden surface subsidence,"LAB | lab observation, qualitative",FACT,LAB_TEST,VKM-SRC-025,"p.72 p.72, Рис. 3.4 г",EV-VN-S025-0363,,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,Relevance: slender pillars / high h/d elements may fail dynamically (link to Ch. VII brittleness).
MR-IDC-0254,B_RECORD,clay_interlayer_mechanics,clay interlayers reduce strength and homogenise specimen stress state,"clay interlayers in layered sylvinite -> lower strength, weaker scale dependence",specimen:  | scale LAB,VKM_REGIONAL,,,,DIRECT: clay interlayers reduce pillar/interseam bearing capacity and stiffness → higher loading degree C → faster pillar creep → faster subsidence; also control roof delamination,INTERPRETATION | authors' hypothesis ('возможно'),DERIVATION,INTERPRETATION,VKM-SRC-025,p.77 p.77 bottom,EV-VN-S025-0404,,OCR_VISUALLY_CONFIRMED,MEDIUM (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,[fix 26.09 DOCS_LEAKAGE-011] status INTERPRETATION→DERIVATION (author's interpretation of data) 
MR-IDC-0255,B_RECORD,damage_zone_microcracking,rate-dependent plasticity / post-peak softening (viscous effects),"lower strain rate -> intensified plasticity -> larger failure strain, flatter softening branch (smaller decline modulus); low specimens (h/d ≤ 1) at ~0.1 mm/min show plastic flow beyond peak; for h/d=2.0 rate effect on decline modulus is less significant",specimen:  | scale LAB,VKM_REGIONAL,,,,INDIRECT: damage/disturbed zones reduce effective stiffness/strength and raise permeability; observable (GPR/ultrasound) proxy of pillar degradation,"LAB | lab tests (Табл. 3.4, Рис. 3.14–3.15)",FACT,LAB_TEST,VKM-SRC-025,p.86 p.86,EV-VN-S025-0474,,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,"Key rheology-relevant mechanism: rate effects concentrate in post-peak (softening) stage rather than pre-peak; implication for wide (low h/d) pillars — ductile post-peak flow at slow loading. OCR shows 'h/d < 1', visual 'h/d ≤ 1'. Full quote continues: 'Особенно существенные изменения характера деформирования присущи «низким» образцам (h/d ≤ 1). Здесь при скоростях нагружения порядка 0,1 мм/мин деформирование ... приобретает характер пластического течения.'"
MR-IDC-0256,B_RECORD,dynamic_failure,rate-dependent brittleness / dynamic failure propensity,higher strain rate -> steeper post-peak (higher decline modulus) -> greater tendency to dynamic failure; lower rate -> plastic flow,specimen:  | scale LAB,VKM_REGIONAL,,,,LOCAL/CONTEXT: gas-dynamic or dynamic failures are local events in workings; only system-scale pillar bursts could produce sudden surface subsidence,LAB | lab tests,FACT,LAB_TEST,VKM-SRC-025,p.87 p.87,EV-VN-S025-0477,,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,
