ledger_id,qa_origin,qa_depth,source_id,pdf_page,printed_page,figure_table,vn_ids,old_ev_ids,record_kind,issue_type,quote_verdict,critical,existing_value,text_layer_value,ocr_value,visual_value,surrounding_context_result,cross_source_result,corrected_value,confidence,affected_downstream,status,record_status,scope,scale,check_chain,render_png,qa_recheck_ref,notes,unresolved_class
QA-A-02652,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-023,44,44,§3.1.3 формула (1.2) (all.md; blank in rendered PDF),EV-VN-S023-0284,,formula,EQUATION_ILLEGIBLE,"POSSIBLE_MISQUOTE_OR_PARAPHRASE (text-layer method, low match on stated page) || QA_MANUAL QA-M-0005: LEGIT_TRANSCRIPTION (OMML equations blank in rendered PDF; transcribed from docx LaTeX into Unicode, so char-gram check fails)",N,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.0; text_len=899; ocr_len=0,,,"numeric tokens: 3 significant, 0 found on stated page (text layer/OCR); missing: 1.2 37 38",,replace quote with verbatim source text,HIGH,formula,RESOLVED,MODEL_CHOICE,GENERAL_METHOD,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,QA-M-0005,extraction_method=DOCX_TEXT,
QA-A-02653,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-023,44,44,§3.1.3 формула (1.3) (all.md; blank in rendered PDF),EV-VN-S023-0285,,formula,EQUATION_ILLEGIBLE,"PARAPHRASE_NOT_VERBATIM (quote is an English paraphrase/summary) || QA_MANUAL QA-M-0005: LEGIT_TRANSCRIPTION (OMML equations blank in rendered PDF; transcribed from docx LaTeX into Unicode, so char-gram check fails)",N,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.0; text_len=899; ocr_len=0,,,"numeric tokens: 3 significant, 0 found on stated page (text layer/OCR); missing: 1.3 37 38",,replace quote with verbatim source text,HIGH,formula,RESOLVED,MODEL_CHOICE,GENERAL_METHOD,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,QA-M-0005,extraction_method=DOCX_TEXT,
QA-A-02654,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-023,44,44,§3.1.3 формула (1.4) (all.md; blank in rendered PDF),EV-VN-S023-0286,,formula,EQUATION_ILLEGIBLE,"PARAPHRASE_NOT_VERBATIM (quote is an English paraphrase/summary) || QA_MANUAL QA-M-0005: LEGIT_TRANSCRIPTION (OMML equations blank in rendered PDF; transcribed from docx LaTeX into Unicode, so char-gram check fails)",N,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.0; text_len=899; ocr_len=0,,,"numeric tokens: 3 significant, 0 found on stated page (text layer/OCR); missing: 1.4 37 38",,replace quote with verbatim source text,HIGH,formula,RESOLVED,MODEL_CHOICE,GENERAL_METHOD,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,QA-M-0005,extraction_method=DOCX_TEXT,
QA-A-02655,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-023,44,44,§3.1.3 формула (1.5) (all.md; blank in rendered PDF),EV-VN-S023-0287,,formula,EQUATION_ILLEGIBLE,"POSSIBLE_MISQUOTE_OR_PARAPHRASE (text-layer method, low match on stated page) || QA_MANUAL QA-M-0005: LEGIT_TRANSCRIPTION (OMML equations blank in rendered PDF; transcribed from docx LaTeX into Unicode, so char-gram check fails)",N,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.0; text_len=899; ocr_len=0,,,"numeric tokens: 3 significant, 0 found on stated page (text layer/OCR); missing: 1.5 37 38",,replace quote with verbatim source text,HIGH,formula,RESOLVED,MODEL_CHOICE,GENERAL_METHOD,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,QA-M-0005,extraction_method=DOCX_TEXT,
QA-A-02656,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-023,44,44,§3.1.3 формула (1.6) (all.md; blank in rendered PDF),EV-VN-S023-0288,,formula,QUOTE_NOT_IN_TEXT_LAYER,"LEGIT_DOCX_TEXT (present in docx-derived all.md/all.txt) || QA_MANUAL QA-M-0003: LEGIT_DOCX_TEXT (quote present verbatim in docx-derived all.md/all.txt; merge checker compared against LibreOffice-rendered PDF page text, where pagination/equations differ)",N,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.0; text_len=899; ocr_len=0,,,"numeric tokens: 3 significant, 0 found on stated page (text layer/OCR); missing: 1.6 37 38",,,HIGH,formula,RESOLVED,MODEL_CHOICE,GENERAL_METHOD,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,QA-M-0003,extraction_method=DOCX_TEXT,
QA-A-02657,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-023,44,44,§3.1.3 формула (1.7) (all.md; blank in rendered PDF),EV-VN-S023-0289,,formula,QUOTE_NOT_IN_TEXT_LAYER,"LEGIT_DOCX_TEXT (present in docx-derived all.md/all.txt) || QA_MANUAL QA-M-0003: LEGIT_DOCX_TEXT (quote present verbatim in docx-derived all.md/all.txt; merge checker compared against LibreOffice-rendered PDF page text, where pagination/equations differ)",N,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.0; text_len=899; ocr_len=0,,,"numeric tokens: 3 significant, 0 found on stated page (text layer/OCR); missing: 1.7 37 38",,,HIGH,formula,RESOLVED,MODEL_CHOICE,GENERAL_METHOD,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,QA-M-0003,extraction_method=DOCX_TEXT,
QA-A-02658,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-023,45,45,"§3.1.3, rendered p.45",EV-VN-S023-0291,,claim,QUOTE_NOT_IN_TEXT_LAYER,"LEGIT_DOCX_TEXT (present in docx-derived all.md/all.txt) || QA_MANUAL QA-M-0003: LEGIT_DOCX_TEXT (quote present verbatim in docx-derived all.md/all.txt; merge checker compared against LibreOffice-rendered PDF page text, where pagination/equations differ)",N,,quote_check=FUZZY_76; c4_text=0.989; c4_ocr=0.0; text_len=1017; ocr_len=0,,,"numeric tokens: 1 significant, 1 found on stated page (text layer/OCR); best-matching page p.45 (c4=0.989)",,,HIGH,claim,RESOLVED,ENGINEERING_ASSUMPTION,GENERAL_METHOD,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,QA-M-0003,extraction_method=DOCX_TEXT,
QA-A-02659,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-023,46,46,"Рис.22 legend (image24.png), rendered p.46",EV-VN-S023-0293,,parameter,OK_CONFIRMED,VISUAL_READ_FROM_IMAGE (figure/table raster; not in text layer) || QA_MANUAL QA-M-0007: VISUAL_READ_LEGIT,Y,,quote_check=NOT_FOUND; c4_text=0.417; c4_ocr=0.0; text_len=217; ocr_len=0,,,"numeric tokens: 2 significant, 0 found on stated page (text layer/OCR); missing: 2022 4300; best-matching page p.76 (c4=0.5)",,,HIGH,parameter (critical),CORRECTED,FACT,SKRU1,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,QA-M-0007,extraction_method=VISUAL_READ,
QA-A-02660,QA_AUTO_QUOTE,AUTO_TEXT_OCR,VKM-SRC-023,47,47,Рис.23 (image25.png) OSM basemap,EV-VN-S023-0299,,spatial_entity,QUOTE_NOT_IN_TEXT_LAYER,VISUAL_READ_FROM_IMAGE (figure/table raster; not in text layer),N,,quote_check=NOT_FOUND; c4_text=0.079; c4_ocr=0.0; text_len=764; ocr_len=0,,,"numeric tokens: 0 significant, 0 found on stated page (text layer/OCR); best-matching page p.15 (c4=0.447)",,,LOW,spatial_entity,RESOLVED,FACT,SKRU3,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,,extraction_method=VISUAL_READ,
QA-A-02661,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-023,48,48,"Рис.24в (image26.png), rendered p.48",EV-VN-S023-0303,,geophysics,FIGURE_REPRODUCED_FROM_OTHER_SOURCE,"NEAR_VERBATIM (OCR/text-layer noise, ellipsis or minor edits; c4 0.6-0.9) || QA_MANUAL QA-M-0084: VISUAL_READ_LEGIT (legend labels inside raster image; not in text layer)",Y,,quote_check=NOT_FOUND; c4_text=0.725; c4_ocr=0.0; text_len=1189; ocr_len=0,,,"numeric tokens: 5 significant, 3 found on stated page (text layer/OCR); missing: 15 20; best-matching page p.48 (c4=0.725)",,,HIGH,geophysics (critical),RESOLVED,FACT,SKRU1,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,QA-M-0084,extraction_method=VISUAL_READ,
QA-A-02662,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-023,48,48,"Рис.24а (image26.png), rendered p.48",EV-VN-S023-0304,,parameter,FIGURE_REPRODUCED_FROM_OTHER_SOURCE,VISUAL_READ_FROM_IMAGE (figure/table raster; not in text layer) || QA_MANUAL QA-M-0084: VISUAL_READ_LEGIT (legend labels inside raster image; not in text layer),Y,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.0; text_len=1189; ocr_len=0,,,"numeric tokens: 4 significant, 1 found on stated page (text layer/OCR); missing: 0.1 0.9 2011; best-matching page p.86 (c4=0.25)",,,HIGH,parameter (critical),RESOLVED,FACT,SKRU1,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,QA-M-0084,extraction_method=VISUAL_READ,
QA-A-02663,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-023,48,48,"Рис.24б (image26.png), rendered p.48",EV-VN-S023-0305,EV-GEO-0266,parameter,FIGURE_REPRODUCED_FROM_OTHER_SOURCE,VISUAL_READ_FROM_IMAGE (figure/table raster; not in text layer) || QA_MANUAL QA-M-0084: VISUAL_READ_LEGIT (legend labels inside raster image; not in text layer),Y,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.0; text_len=1189; ocr_len=0,,,"numeric tokens: 3 significant, 1 found on stated page (text layer/OCR); missing: 0.3 0.65",,,HIGH,parameter (critical),RESOLVED,FACT,SKRU1,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,QA-M-0084,extraction_method=VISUAL_READ,
QA-A-02664,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-023,48,48,"§3.1.4, rendered p.48",EV-VN-S023-0308,,claim,QUOTE_NOT_IN_TEXT_LAYER,"LEGIT_DOCX_TEXT (present in docx-derived all.md/all.txt) || QA_MANUAL QA-M-0003: LEGIT_DOCX_TEXT (quote present verbatim in docx-derived all.md/all.txt; merge checker compared against LibreOffice-rendered PDF page text, where pagination/equations differ)",N,,quote_check=NOT_FOUND; c4_text=1.0; c4_ocr=0.0; text_len=1189; ocr_len=0,,,"numeric tokens: 0 significant, 0 found on stated page (text layer/OCR); best-matching page p.48 (c4=1.0)",,,HIGH,claim,RESOLVED,FACT,SKRU1,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,QA-M-0003,extraction_method=DOCX_TEXT,
QA-A-02665,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-023,48,48,in-text reference [32],EV-VN-S023-0311,,claim,QUOTE_NOT_IN_TEXT_LAYER,"LEGIT_DOCX_TEXT (present in docx-derived all.md/all.txt) || QA_MANUAL QA-M-0003: LEGIT_DOCX_TEXT (quote present verbatim in docx-derived all.md/all.txt; merge checker compared against LibreOffice-rendered PDF page text, where pagination/equations differ)",N,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.0; text_len=1189; ocr_len=0,,,"numeric tokens: 4 significant, 2 found on stated page (text layer/OCR); missing: 19 2011",,,HIGH,claim,RESOLVED,FACT,SKRU1,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,QA-M-0003,extraction_method=DOCX_TEXT,
QA-A-02666,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-023,48,48,in-text reference [33],EV-VN-S023-0312,,claim,QUOTE_NOT_IN_TEXT_LAYER,"LEGIT_DOCX_TEXT (present in docx-derived all.md/all.txt) || QA_MANUAL QA-M-0003: LEGIT_DOCX_TEXT (quote present verbatim in docx-derived all.md/all.txt; merge checker compared against LibreOffice-rendered PDF page text, where pagination/equations differ)",N,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.0; text_len=1189; ocr_len=0,,,"numeric tokens: 5 significant, 3 found on stated page (text layer/OCR); missing: 76 82",,,HIGH,claim,RESOLVED,FACT,SKRU1,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,QA-M-0003,extraction_method=DOCX_TEXT,
QA-A-02667,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-023,48,48,in-text reference [34],EV-VN-S023-0313,,claim,QUOTE_NOT_IN_TEXT_LAYER,"LEGIT_DOCX_TEXT (present in docx-derived all.md/all.txt) || QA_MANUAL QA-M-0003: LEGIT_DOCX_TEXT (quote present verbatim in docx-derived all.md/all.txt; merge checker compared against LibreOffice-rendered PDF page text, where pagination/equations differ)",N,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.0; text_len=1189; ocr_len=0,,,"numeric tokens: 5 significant, 2 found on stated page (text layer/OCR); missing: 27 35 2024",,,HIGH,claim,RESOLVED,FACT,SKRU1,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,QA-M-0003,extraction_method=DOCX_TEXT,
QA-A-02668,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-023,45,45,in-text reference [31],EV-VN-S023-0314,,claim,QUOTE_NOT_IN_TEXT_LAYER,"LEGIT_DOCX_TEXT (present in docx-derived all.md/all.txt) || QA_MANUAL QA-M-0003: LEGIT_DOCX_TEXT (quote present verbatim in docx-derived all.md/all.txt; merge checker compared against LibreOffice-rendered PDF page text, where pagination/equations differ)",N,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.0; text_len=1017; ocr_len=0,,,"numeric tokens: 3 significant, 2 found on stated page (text layer/OCR); missing: 2016",,,HIGH,claim,RESOLVED,FACT,GENERAL_METHOD,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,QA-M-0003,extraction_method=DOCX_TEXT,
QA-A-02669,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-023,48,48,"Рис.25в (image27.png), rendered p.48",EV-VN-S023-0315,EV-GEO-0265,spatial_entity,UNCLEAR_MINE_ATTRIBUTION,VISUAL_TRANSCRIPTION; all numbers present on stated page || QA_MANUAL QA-M-0085: VISUAL_READ_LEGIT,Y,,quote_check=NOT_FOUND; c4_text=0.125; c4_ocr=0.0; text_len=1189; ocr_len=0,,,"numeric tokens: 1 significant, 1 found on stated page (text layer/OCR); best-matching page p.30 (c4=0.5)",,,HIGH,spatial_entity (critical),UNRESOLVED,FACT,SKRU1,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,QA-M-0085,extraction_method=VISUAL_READ,ATTRIBUTION_OPEN
QA-A-02670,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-023,49,49,"§3.2 heading + §3.2.1, rendered p.49",EV-VN-S023-0319,,claim,QUOTE_NOT_IN_TEXT_LAYER,"LEGIT_DOCX_TEXT (present in docx-derived all.md/all.txt) || QA_MANUAL QA-M-0003: LEGIT_DOCX_TEXT (quote present verbatim in docx-derived all.md/all.txt; merge checker compared against LibreOffice-rendered PDF page text, where pagination/equations differ)",N,,quote_check=FUZZY_64; c4_text=0.979; c4_ocr=0.0; text_len=1097; ocr_len=0,,,"numeric tokens: 3 significant, 2 found on stated page (text layer/OCR); missing: 80; best-matching page p.49 (c4=0.979)",,,HIGH,claim,RESOLVED,FACT,SKRU1,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,QA-M-0003,extraction_method=DOCX_TEXT,
QA-A-02671,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-023,50,50,"§3.2.1 classes А-Г, rendered p.50",EV-VN-S023-0321,,claim,QUOTE_NOT_IN_TEXT_LAYER,"LEGIT_DOCX_TEXT (present in docx-derived all.md/all.txt) || QA_MANUAL QA-M-0003: LEGIT_DOCX_TEXT (quote present verbatim in docx-derived all.md/all.txt; merge checker compared against LibreOffice-rendered PDF page text, where pagination/equations differ)",N,,quote_check=FUZZY_75; c4_text=1.0; c4_ocr=0.0; text_len=1387; ocr_len=0,,,"numeric tokens: 1 significant, 1 found on stated page (text layer/OCR); best-matching page p.50 (c4=1.0)",,,HIGH,claim,RESOLVED,MODEL_CHOICE,GENERAL_METHOD,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,QA-M-0003,extraction_method=DOCX_TEXT,
QA-A-02672,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-023,50,50,refs [30] and [36],EV-VN-S023-0322,,conflict_note,QUOTE_NOT_IN_TEXT_LAYER,"LEGIT_DOCX_TEXT (present in docx-derived all.md/all.txt) || QA_MANUAL QA-M-0003: LEGIT_DOCX_TEXT (quote present verbatim in docx-derived all.md/all.txt; merge checker compared against LibreOffice-rendered PDF page text, where pagination/equations differ)",N,,quote_check=NOT_FOUND; c4_text=0.15; c4_ocr=0.0; text_len=1387; ocr_len=0,,,"numeric tokens: 8 significant, 1 found on stated page (text layer/OCR); missing: 10.2441 30 104 112 136 2024 4545",,,HIGH,conflict_note,RESOLVED,FACT,GENERAL_METHOD,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,QA-M-0003,extraction_method=DOCX_TEXT,
QA-A-02673,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-023,53,53,"Табл.1.1 row 27, rendered p.53",EV-VN-S023-0326,,coordinate_system,QUOTE_NOT_IN_TEXT_LAYER,LEGIT_DOCX_TEXT (present in docx-derived all.md/all.txt) || QA_MANUAL QA-M-0004: LEGIT (visual-read quote also present in docx text),N,,quote_check=NOT_FOUND; c4_text=1.0; c4_ocr=0.0; text_len=1051; ocr_len=0,,,"numeric tokens: 3 significant, 2 found on stated page (text layer/OCR); missing: 1977; best-matching page p.53 (c4=1.0)",,,HIGH,coordinate_system,RESOLVED,FACT,SKRU1,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,QA-M-0004,extraction_method=VISUAL_READ,
QA-A-02674,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-023,52,52,"Табл.1.1 rows 16-19 (all.md), rendered p.52",EV-VN-S023-0327,,claim,EQUATION_ILLEGIBLE,"POSSIBLE_MISQUOTE_OR_PARAPHRASE (text-layer method, low match on stated page) || QA_MANUAL QA-M-0005: LEGIT_TRANSCRIPTION (OMML equations blank in rendered PDF; transcribed from docx LaTeX into Unicode, so char-gram check fails)",N,,quote_check=NOT_FOUND; c4_text=0.595; c4_ocr=0.0; text_len=939; ocr_len=0,,,"numeric tokens: 4 significant, 2 found on stated page (text layer/OCR); missing: 30 90; best-matching page p.52 (c4=0.595)",,replace quote with verbatim source text,HIGH,claim,RESOLVED,FACT,SKRU1,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,QA-M-0005,extraction_method=DOCX_TEXT,
QA-A-02675,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-023,52,52,"Табл.1.1 rows 12-22, rendered p.52",EV-VN-S023-0328,,open_question,QUOTE_NOT_IN_TEXT_LAYER,"LEGIT_DOCX_TEXT (present in docx-derived all.md/all.txt) || QA_MANUAL QA-M-0003: LEGIT_DOCX_TEXT (quote present verbatim in docx-derived all.md/all.txt; merge checker compared against LibreOffice-rendered PDF page text, where pagination/equations differ)",N,,quote_check=NOT_FOUND; c4_text=0.538; c4_ocr=0.0; text_len=939; ocr_len=0,,,"numeric tokens: 2 significant, 0 found on stated page (text layer/OCR); missing: 4.3 2000; best-matching page p.42 (c4=0.769)",,,HIGH,open_question,RESOLVED,UNKNOWN,SKRU1,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,QA-M-0003,extraction_method=DOCX_TEXT,
QA-A-02676,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-023,53,53,"Табл.1.1 rows 28-40, rendered pp.53-54",EV-VN-S023-0329,,claim,QUOTE_NOT_IN_TEXT_LAYER,"LEGIT_DOCX_TEXT (present in docx-derived all.md/all.txt) || QA_MANUAL QA-M-0003: LEGIT_DOCX_TEXT (quote present verbatim in docx-derived all.md/all.txt; merge checker compared against LibreOffice-rendered PDF page text, where pagination/equations differ)",N,,quote_check=NOT_FOUND; c4_text=0.508; c4_ocr=0.0; text_len=1051; ocr_len=0,,,"numeric tokens: 0 significant, 0 found on stated page (text layer/OCR); best-matching page p.54 (c4=0.585)",,,HIGH,claim,RESOLVED,FACT,SKRU1,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,QA-M-0003,extraction_method=DOCX_TEXT,
QA-A-02677,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-023,53,53,"Табл.1.1 rows 23-26 (citations), rendered pp.52-53",EV-VN-S023-0330,,information_lifecycle,EQUATION_ILLEGIBLE,"VERBATIM_SEGMENTS (quote stitched from verbatim fragments with ellipses; each fragment c4>=0.9 on page +-1) || QA_MANUAL QA-M-0005: LEGIT_TRANSCRIPTION (OMML equations blank in rendered PDF; transcribed from docx LaTeX into Unicode, so char-gram check fails)",N,,quote_check=NOT_FOUND; c4_text=0.885; c4_ocr=0.0; text_len=1051; ocr_len=0,,,"numeric tokens: 4 significant, 3 found on stated page (text layer/OCR); missing: 2022; best-matching page p.53 (c4=0.885)",,,HIGH,information_lifecycle,RESOLVED,FACT,SKRU1,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,QA-M-0005,extraction_method=DOCX_TEXT,
QA-A-02678,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-023,55,55,§3.2.2 формула (2.1) (all.md; blank in rendered PDF),EV-VN-S023-0332,,formula,EQUATION_ILLEGIBLE,"PARAPHRASE_NOT_VERBATIM (quote is an English paraphrase/summary) || QA_MANUAL QA-M-0005: LEGIT_TRANSCRIPTION (OMML equations blank in rendered PDF; transcribed from docx LaTeX into Unicode, so char-gram check fails)",N,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.0; text_len=1827; ocr_len=0,,,"numeric tokens: 3 significant, 3 found on stated page (text layer/OCR); best-matching page p.42 (c4=0.034)",,replace quote with verbatim source text,HIGH,formula,RESOLVED,MODEL_CHOICE,GENERAL_METHOD,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,QA-M-0005,extraction_method=DOCX_TEXT,
QA-A-02679,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-023,55,55,§3.2.2 формула (2.2) (all.md; blank in rendered PDF),EV-VN-S023-0333,,formula,EQUATION_ILLEGIBLE,"PARAPHRASE_NOT_VERBATIM (quote is an English paraphrase/summary) || QA_MANUAL QA-M-0005: LEGIT_TRANSCRIPTION (OMML equations blank in rendered PDF; transcribed from docx LaTeX into Unicode, so char-gram check fails)",N,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.0; text_len=1827; ocr_len=0,,,"numeric tokens: 3 significant, 3 found on stated page (text layer/OCR)",,replace quote with verbatim source text,HIGH,formula,RESOLVED,MODEL_CHOICE,GENERAL_METHOD,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,QA-M-0005,extraction_method=DOCX_TEXT,
QA-A-02680,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-023,55,55,§3.2.2 формула (2.3) (all.md; blank in rendered PDF),EV-VN-S023-0334,,formula,EQUATION_ILLEGIBLE,"POSSIBLE_MISQUOTE_OR_PARAPHRASE (text-layer method, low match on stated page) || QA_MANUAL QA-M-0005: LEGIT_TRANSCRIPTION (OMML equations blank in rendered PDF; transcribed from docx LaTeX into Unicode, so char-gram check fails)",N,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.0; text_len=1827; ocr_len=0,,,"numeric tokens: 3 significant, 3 found on stated page (text layer/OCR); best-matching page p.42 (c4=0.25)",,replace quote with verbatim source text,HIGH,formula,RESOLVED,MODEL_CHOICE,GENERAL_METHOD,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,QA-M-0005,extraction_method=DOCX_TEXT,
QA-A-02681,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-023,56,56,§3.2.2 формула (2.4) (all.md; blank in rendered PDF),EV-VN-S023-0335,,formula,EQUATION_ILLEGIBLE,"PARAPHRASE_NOT_VERBATIM (quote is an English paraphrase/summary) || QA_MANUAL QA-M-0005: LEGIT_TRANSCRIPTION (OMML equations blank in rendered PDF; transcribed from docx LaTeX into Unicode, so char-gram check fails)",N,,quote_check=NOT_FOUND; c4_text=0.056; c4_ocr=0.0; text_len=1557; ocr_len=0,,,"numeric tokens: 3 significant, 1 found on stated page (text layer/OCR); missing: 37 38; best-matching page p.56 (c4=0.056)",,replace quote with verbatim source text,HIGH,formula,RESOLVED,MODEL_CHOICE,GENERAL_METHOD,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,QA-M-0005,extraction_method=DOCX_TEXT,
