process_id,vn_id,kind,source_id,locator,pdf_page,status,evidence_type,scope,scale,confidence,extraction_method,quote_check,role,notes,record_normalization
PC-63,EV-VN-S003-0068,formula,VKM-SRC-003,VKM-SRC-003 p.21 (формула (1.4); стр.20-21),21,FACT,LITERATURE_CITED,GENERAL_METHOD,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,KEY,Core observation operator for the WorldSpec: modelled 3D surface displacement -> LOS. Rendered p21 150 dpi confirmed.,
PC-63,EV-VN-S003-0069,formula,VKM-SRC-003,VKM-SRC-003 p.21 (формула (1.5)),21,FACT,CALCULATED_BY_AUTHOR,VKM_REGIONAL,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_66,SUPPORT,Area of these geometry values not explicitly stated here; likely the Perm Krai TSX stack (check Ch.2-3).,
PC-63,EV-VN-S003-0073,formula,VKM-SRC-003,VKM-SRC-003 p.21 (формула (1.7)),21,FACT,LITERATURE_CITED,GENERAL_METHOD,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_93,SUPPORT,Used later for Berezniki/SKRU-2 'субвертикальные' rates (EV-MON-0098..0103). InSAR subvertical != levelling vertical.,
PC-63,EV-VN-S009-0023,formula,VKM-SRC-009,VKM-SRC-009 p.4 (§8 Преобразование фазы в смещения),4,ANALOGUE,CALCULATED_BY_AUTHOR,OTHER_POTASH_SITE,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,SUPPORT,"Reader note: for purely vertical motion d_LOS = d_vert·cosθ, so d_vert = d_LOS / cosθ; multiplying by cosθ (as printed) would underestimate the vertical component. Horizontal motion in trough flanks ignored. Recorded as conflict_note.",
PC-63,EV-VN-S009-0024,conflict_note,VKM-SRC-009,VKM-SRC-009 p.4 (§8 vs standard LOS geometry),4,FACT,INTERPRETATION,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,TEXT_LAYER,EXACT,SUPPORT,Not a computation; methodological note. Affects the GPS vs InSAR comparison interpretation (InSAR values systematically smaller).,
PC-63,EV-VN-S002-0027,monitoring_observation,VKM-SRC-002,"VKM-SRC-002 p.14 (слайд 14, карта 'Карта скоростей оседаний территории деятель)",14,FACT,MEASURED,SKRU1,FIELD,HIGH,VISUAL_READ,FUZZY_60,SUPPORT,"Map sensor not stated (2016: Sentinel-1 or commercial X-band). Deepest isoline -70 exceeds colour-scale limit -60 (colour saturation). PS density high in built-up N/NW, sparse over forest/fields in E — InSAR coverage is land-cover dependent.",
PC-63,EV-VN-S002-0030,monitoring_observation,VKM-SRC-002,"VKM-SRC-002 p.14 (слайд 14, врезка-график 'Оседания, мм' май 2011 - август 201)",14,FACT,MEASURED,SKRU1,FIELD,MEDIUM,GRAPH_DIGITIZED_APPROX,NOT_FOUND,SUPPORT,"Winter gaps are bridged by a polynomial fit — inter-season continuity is a modelling choice, not observation. Point location not indicated. Sensors per season not stated.",
PC-63,EV-VN-S001-0038,monitoring_observation,VKM-SRC-001,VKM-SRC-001 p.12 (Рис.3),12,FACT,MEASURED,SKRU1,FIELD,HIGH,VISUAL_READ,FUZZY_77,SUPPORT,"Map shows dense PS points over urban area (Solikamsk), dashed polygon (likely mine-field/contract boundary — not labelled), label 'СКРУ-1'. Zone 4 = dense cluster of dark points; zones 7 (subsidence) and 8 (uplift) at SW corner; zone 5 = large ellipse south. Not georeferenceable from the abstract.",
PC-63,EV-VN-S003-0250,monitoring_observation,VKM-SRC-003,"VKM-SRC-003 p.69 (§3.4 p.69, Рис. 3.18)",69,FACT,MEASURED,SKRU2,FIELD,HIGH,TEXT_LAYER,EXACT,SUPPORT,Onset of new subsidence zone between 2021 and 2022 (candidate changepoint). SKRU-2 = neighbouring Solikamsk mine south of the city (not SKRU-1).,
PC-63,EV-VN-S002-0038,claim,VKM-SRC-002,VKM-SRC-002 p.15 (слайд 15 (сравнение InSAR и нивелирования)),15,DERIVATION,INTERPRETATION,SKRU1_OR_SKRU2_UNATTRIBUTED,NOT_APPLICABLE,HIGH,GRAPH_DIGITIZED_APPROX,EXACT,SUPPORT,"My visual reading of the charts, not an author statement; no author accuracy numbers on slide. [status corrected from invalid 'INTERPRETATION' to DERIVATION in same run]",scope SKRU1_SKRU2→SKRU1_OR_SKRU2_UNATTRIBUTED (D-17)
PC-63,EV-VN-S003-0177,process_mechanism,VKM-SRC-003,VKM-SRC-003 p.47 (§3.2 p.47),47,FACT,INTERPRETATION,OTHER_VKM_SITE,FIELD,MEDIUM,TEXT_LAYER,EXACT,SUPPORT,,
PC-64,EV-VN-S017-0003,monitoring_observation,VKM-SRC-017,VKM-SRC-017 p.1 (Аннотация),1,FACT,MEASURED,BKPRU1,FIELD,HIGH,TEXT_LAYER,FUZZY_80,SUPPORT,,
PC-64,EV-VN-S017-0009,monitoring_observation,VKM-SRC-017,VKM-SRC-017 p.2 (Метод гидростатического нивелирования),2,FACT,DESCRIPTIVE,OTHER_VKM_SITE,FIELD,HIGH,TEXT_LAYER,FUZZY_62,KEY,Observation operator: H_hydro(u) = u_z(sensor_i) - u_z(sensor_ref) within building (rigid-body settlement of building and tilt common mode partly invisible). Authors also note horizontal tensile/compressive ground forces on buildings are not considered.,
PC-64,EV-VN-S017-0013,formula,VKM-SRC-017,VKM-SRC-017 p.2 (p.2 (unnumbered formula)),2,FACT,DESCRIPTIVE,GENERAL_METHOD,NOT_APPLICABLE,HIGH,VISUAL_READ,NOT_FOUND,SUPPORT,Formula absent from text layer; read visually from 130 dpi render.,
PC-64,EV-VN-S017-0045,claim,VKM-SRC-017,VKM-SRC-017 p.7 (p.7),7,FACT,MEASURED,OTHER_VKM_SITE,FIELD,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-64,EV-VN-S017-0046,claim,VKM-SRC-017,VKM-SRC-017 p.7 (p.7),7,FACT,FIELD_OBSERVATION,OTHER_VKM_SITE,FIELD,HIGH,TEXT_LAYER,EXACT,SUPPORT,"Observation-error model for hydrostatic operator: temperature-driven and maintenance-driven jumps (drying/refilling), freezing, vandalism -> outliers and step changes.",
PC-65,EV-VN-S034-0015,monitoring_observation,VKM-SRC-034,VKM-SRC-034 p.2 (§ участок 1; рис. 1б),2,FACT,MEASURED,BKPRU4,FIELD,HIGH,VISUAL_READ,EXACT,SUPPORT,"Values read visually at 300 dpi (clip). Units not printed. Interpretation of the difference roof/floor not stated by authors beyond ""междупластье сохраняет устойчивость"".",
PC-65,EV-VN-S034-0016,monitoring_observation,VKM-SRC-034,"VKM-SRC-034 p.2 (§ участок 1; рис. 2б, 2в)",2,FACT,MEASURED,BKPRU4,FIELD,MEDIUM,GRAPH_DIGITIZED_APPROX,EXACT,KEY,Approximate graph reading at 220 dpi (GRAPH_DIGITIZED_APPROX). Deep anchor at 2.0 m itself moves — measured quantity is relative. Text states constant rates; AB curves visually decelerate somewhat.,
PC-65,EV-VN-S034-0006,monitoring_observation,VKM-SRC-034,VKM-SRC-034 p.1 (вводная часть (шахтные исследования)),1,FACT,DESCRIPTIVE,VKM_REGIONAL,FIELD,HIGH,TEXT_LAYER,EXACT,SUPPORT,"Results used to calibrate models for stability of chamber roofs, interseam and pillars.",
PC-65,EV-VN-S021-0015,monitoring_observation,VKM-SRC-021,VKM-SRC-021 p.2 (введение),2,FACT,DESCRIPTIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,"Three monitoring modalities: underground observation stations, surface profile-line levelling, visual goaf inspection; plus seismic (seismogeomechanical) surveys p.3.",
PC-65,EV-VN-S024-0148,monitoring_observation,VKM-SRC-024,VKM-SRC-024 p.56 (§6.2.2 pp.56-57),56,MODEL_CHOICE,DESCRIPTIVE,GENERAL_METHOD,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-65,EV-VN-S024-0173,monitoring_observation,VKM-SRC-024,VKM-SRC-024 p.65 (§6.2.4 pp.65-66),65,MODEL_CHOICE,DESIGN_VALUE,GENERAL_METHOD,NOT_APPLICABLE,HIGH,TEXT_LAYER,NOT_FOUND,SUPPORT,Observation operator: absolute displacement at depth = collar absolute displacement + relative axial displacement.,
PC-65,EV-VN-S024-0210,monitoring_observation,VKM-SRC-024,VKM-SRC-024 p.80 (§6.4 pp.80-81),80,FACT,MEASURED,OTHER_POTASH_SITE,NOT_APPLICABLE,HIGH,TEXT_LAYER,NOT_FOUND,SUPPORT,Genuine measured underground monitoring series at an analogue (non-VKM) potash mine.,
PC-66,EV-VN-S001-0034,monitoring_observation,VKM-SRC-001,VKM-SRC-001 p.12 (текст с.12),12,FACT,MEASURED,VKM_REGIONAL,FIELD,HIGH,VISUAL_READ,EXACT,SUPPORT,"Surface of salt-waste dumps (солеотвалы) — anthropogenic pile settlement/dissolution, NOT mining-induced subsidence of the ground surface; must not be used as SKRU-1 trough rate. Rate extrapolated to 'per year' from one season.",
PC-66,EV-VN-S009-0003,parameter,VKM-SRC-009,"VKM-SRC-009 p.1 (Введение, солеотвалы)",1,ANALOGUE,DESCRIPTIVE,OTHER_POTASH_SITE,NOT_APPLICABLE,LOW,OCR_VISUALLY_CONFIRMED,EXACT,SUPPORT,"Visual check: printed unit is 'м в год' (metres per year); existing EV-MON-0120 lists original_unit 'мм/год' in the unit column — unit label mismatch in digest. Number is unsourced, likely popular-science statement.",
PC-66,EV-VN-S003-0239,parameter,VKM-SRC-003,VKM-SRC-003 p.67 (§3.4 p.67),67,FACT,MEASURED,SKRU2,FIELD,HIGH,TEXT_LAYER,EXACT,SUPPORT,"Salt-dump settlement (200 mm/yr) is a non-mining surface process that InSAR records; must be masked in forecasting. p.64 vs p.67 inconsistency: p.64 says intensive subsidence 'в центре новой промышленной площадки СКРУ-2 (цифра 6), южнее солеотвала' while p.67 places the SKRU-2 platform north of the ",
PC-66,EV-VN-S003-0253,process_mechanism,VKM-SRC-003,VKM-SRC-003 p.69 (§3.4 p.69),69,FACT,INTERPRETATION,SKRU2,FIELD,HIGH,TEXT_LAYER,EXACT,KEY,,
PC-66,EV-VN-S014-0926,process_mechanism,VKM-SRC-014,VKM-SRC-014 p.147 (§5.4 (pp.147–148)),147,FACT,DESCRIPTIVE,VKM_REGIONAL,FIELD,HIGH,TEXT_LAYER,EXACT,SUPPORT,Surface salt piles are non-mining surface loads and a separate source of vertical surface motion (pile settlement) that may appear in InSAR/levelling around the mines — must not be confused with mining subsidence.,
PC-66,EV-VN-S006-0055,process_mechanism,VKM-SRC-006,"VKM-SRC-006 p.24 (§2.2, п. 3.1, с. 24)",24,FACT,DESCRIPTIVE,GENERAL_METHOD,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,Alternative non-mining contributor to observed surface subsidence (confounder for InSAR/levelling signal).,
PC-66,EV-VN-S012-0208,monitoring_observation,VKM-SRC-012,VKM-SRC-012 p.43 (§2.2),43,FACT,FIELD_OBSERVATION,SKRU2,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,"Northern anchor benchmarks are on a barrier pillar, i.e. potentially not fully outside the influence zone — datum stability issue.",
PC-66,EV-VN-S003-0087,subsidence_method,VKM-SRC-003,"VKM-SRC-003 p.26 (§1.2.3 IPTA, стр.26-27)",26,FACT,LITERATURE_CITED,GENERAL_METHOD,NOT_APPLICABLE,HIGH,TEXT_LAYER,NOT_FOUND,SUPPORT,"Observation operator must include reference-point datum: InSAR displacements are relative to a chosen 'stable' reference, not absolute.",
PC-67,EV-VN-S037-0924,subsidence_method,VKM-SRC-037,VKM-SRC-037 p.169 (§8.5.1),169,FACT,NORMATIVE,VKM_REGIONAL,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,SUPPORT,,
PC-67,EV-VN-S037-0925,formula,VKM-SRC-037,VKM-SRC-037 p.169 (формула (8.135)),169,FACT,NORMATIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT,"Coefficient 0,9 — empirical subsidence factor. Assumes common a+b for all seams.",
PC-67,EV-VN-S037-0933,formula,VKM-SRC-037,"VKM-SRC-037 p.170 (§8.5.1, методика типовых кривых; (8.138)-(8.142))",170,FACT,NORMATIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT,New. Dimensional inconsistencies as printed: tilt uses η₀/L² (dimensionally η₀/L expected) — record as printed; (8.140) uses undefined e and l². Visual 220 dpi.,
PC-67,EV-VN-S037-0932,claim,VKM-SRC-037,VKM-SRC-037 p.170 (§8.5.1),170,FACT,NORMATIVE,VKM_REGIONAL,FIELD,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT,New; time-dependent (moving edge) trough concept relevant to 3D+time.,
PC-67,EV-VN-S012-0256,subsidence_method,VKM-SRC-012,VKM-SRC-012 p.54 (§2.4 pp.54-55),54,FACT,NORMATIVE,VKM_REGIONAL,DESIGN,HIGH,TEXT_LAYER,EXACT,SUPPORT,[69] = normative document (see bibliography in c4).,
PC-67,EV-VN-S012-0280,claim,VKM-SRC-012,VKM-SRC-012 p.57 (§2.4 p.57),57,FACT,INTERPRETATION,SKRU1_SKRU2_PILLAR,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,KEY,,scope SKRU1_SKRU2→SKRU1_SKRU2_PILLAR (D-17)
PC-67,EV-VN-S011-2097,monitoring_observation,VKM-SRC-011,VKM-SRC-011 p.131 (Рис. 4.7б),131,FACT,MEASURED,SKRU1,FIELD,MEDIUM,GRAPH_DIGITIZED_APPROX,EXACT,SUPPORT,Consistent with EV-GEO-0181 (550/910/1000/1090); my 2007 read ≈1020 mm. Five epochs over 18 yr show continuing subsidence (no stabilization by 2010) — time dependence directly usable for 3D+time world.,
PC-67,EV-VN-S023-0292,monitoring_observation,VKM-SRC-023,"VKM-SRC-023 p.45 (§3.1.3 + Рис.22 (image24.png), rendered pp.45-46)",45,INTERPOLATION,INTERPRETATION,SKRU1,NOT_APPLICABLE,HIGH,DOCX_TEXT,EXACT,SUPPORT,"The subsidence input is ISOLINES (contour map), not point benchmark measurements; the ANN target is an interpolated surface. Interpolation method not stated. Isoline source (levelling-derived? enterprise) not stated.",
PC-67,EV-VN-S039-0024,monitoring_observation,VKM-SRC-039,VKM-SRC-039 p.5 (Рис. 4 «Влияние степени извлечения в краевой части на величи),5,DERIVATION,MODEL_CALIBRATED,NON_VKM,CALIBRATED_EFFECTIVE_MODEL,MEDIUM,GRAPH_DIGITIZED_APPROX,EXACT,SUPPORT,MODEL OUTPUT; line drawn through 3 model points; approximate. NON_VKM qualitative analogue (depth >1 km); never transfer numbers to SKRU-1.,status FACT→DERIVATION (D-01: calibrated value)
PC-68,EV-VN-S012-0564,claim,VKM-SRC-012,VKM-SRC-012 p.104 (§4.2 p.104),104,FACT,INTERPRETATION,SKRU2,FIELD,HIGH,TEXT_LAYER,EXACT,KEY,,scope SKRU1_SKRU2→SKRU2 (D-17)
PC-68,EV-VN-S012-0589,parameter,VKM-SRC-012,VKM-SRC-012 p.109 (§4.3 p.109),109,FACT,MEASURED,SKRU2,FIELD,HIGH,TEXT_LAYER,EXACT,SUPPORT,Existing scope OTHER_VKM_SITE should be SKRU1_SKRU2 (line near СКРУ-1–СКРУ-2 pillar).,scope SKRU1_SKRU2→SKRU2 (D-17)
PC-68,EV-VN-S012-0258,engineering_rule,VKM-SRC-012,VKM-SRC-012 p.54 (§2.4),54,FACT,NORMATIVE,VKM_REGIONAL,DESIGN,HIGH,TEXT_LAYER,EXACT,SUPPORT,Defines lifecycle stage boundaries of surface response.,
PC-68,EV-VN-S034-0020,process_mechanism,VKM-SRC-034,VKM-SRC-034 p.2 (§ участок 1),2,FACT,INTERPRETATION,BKPRU4,FIELD,HIGH,TEXT_LAYER,FUZZY_96,SUPPORT,"Generalized by authors to ""начальный этап"" everywhere; basis is one site.",
PC-68,EV-VN-S034-0021,process_mechanism,VKM-SRC-034,VKM-SRC-034 p.2 (§ механизм ускорения),2,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,MEDIUM,TEXT_LAYER,EXACT,SUPPORT,,
PC-68,EV-VN-S037-0995,monitoring_observation,VKM-SRC-037,VKM-SRC-037 p.171 (Табл. 8.27; рис. 8.17),171,FACT,NORMATIVE,VKM_REGIONAL,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT,"Monitoring modality not named; mm/month rates imply repeated (at least monthly-resolved) surface surveys. Used as a design input (expected rate), not as observed data.",
PC-68,EV-VN-S003-0025,claim,VKM-SRC-003,VKM-SRC-003 p.9 (Личный вклад),9,FACT,DESCRIPTIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,Personal contribution: SAR database collection and processing for Berezniki and Solikamsk.,
PC-68,EV-VN-S004-0006,claim,VKM-SRC-004,VKM-SRC-004 p.1 (Аннотация),1,FACT,INTERPRETATION,OTHER_VKM_SITE,FIELD,MEDIUM,TEXT_LAYER,EXACT,SUPPORT,"Causal attribution of 2021 slowdown to protective measures is an interpretation, not demonstrated; also possibly affected by seasonal artefacts and different scene sets.",
PC-68,EV-VN-S002-0030,monitoring_observation,VKM-SRC-002,"VKM-SRC-002 p.14 (слайд 14, врезка-график 'Оседания, мм' май 2011 - август 201)",14,FACT,MEASURED,SKRU1,FIELD,MEDIUM,GRAPH_DIGITIZED_APPROX,NOT_FOUND,SUPPORT,"Winter gaps are bridged by a polynomial fit — inter-season continuity is a modelling choice, not observation. Point location not indicated. Sensors per season not stated.",
PC-68,EV-VN-S009-0008,lifecycle_stage,VKM-SRC-009,VKM-SRC-009 p.2 (Введение (временной ход оседаний)),2,ANALOGUE,DESCRIPTIVE,OTHER_POTASH_SITE,NOT_APPLICABLE,MEDIUM,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT,Internal tension: 'starts immediately' vs 'appears at surface 0.5–5 yr after'. Unsourced (no reference list in the paper). Starobin uses longwall ('лава') — different mining system from VKM room-and-pillar; time function not transferable without justification.,
PC-68,EV-VN-S021-0033,chronology_event,VKM-SRC-021,VKM-SRC-021 p.3 (пример блок 129),3,FACT,FIELD_OBSERVATION,UNSTATED,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,~8-9 years after end of mining; key documented delayed regime change (interseam collapse) for dynamic subsidence modelling.,
PC-68,EV-VN-S021-0035,parameter,VKM-SRC-021,VKM-SRC-021 p.3 (пример блок 129),3,FACT,MEASURED,UNSTATED,FIELD,HIGH,TEXT_LAYER,EXACT,SUPPORT,Existing EV-MIN-0284 dates it 2024 (publication year) — legend indicates 2022 assessment epoch.,
PC-69,EV-VN-S012-0262,formula,VKM-SRC-012,VKM-SRC-012 p.55 (формула (2.3)),55,FACT,NORMATIVE,VKM_REGIONAL,DESIGN,HIGH,TEXT_LAYER,NOT_FOUND,KEY,,
PC-69,EV-VN-S037-0930,formula,VKM-SRC-037,VKM-SRC-037 p.170 (формула (8.137)),170,FACT,NORMATIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT,New. Symbol a reused (chamber width elsewhere).,
PC-69,EV-VN-S003-0337,formula,VKM-SRC-003,VKM-SRC-003 p.88 (формула (4.15)),88,FACT,NORMATIVE,OTHER_POTASH_SITE,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,SUPPORT,,
PC-69,EV-VN-S011-0653,monitoring_observation,VKM-SRC-011,"VKM-SRC-011 p.35 (текст с.68-69; рис. 1.65, 1.66, 1.68)",35,FACT,MEASURED,BKPRU1,FIELD,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-69,EV-VN-S011-0658,process_mechanism,VKM-SRC-011,VKM-SRC-011 p.35 (текст с.69),35,FACT,INTERPRETATION,BKPRU1,FIELD,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-69,EV-VN-S012-0217,monitoring_observation,VKM-SRC-012,"VKM-SRC-012 p.44 (§2.2, рис. 2.2-2.3)",44,FACT,MEASURED,SKRU2,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,Values from smoothed data (сглаженные данные).,
PC-69,EV-VN-S021-0037,parameter,VKM-SRC-021,VKM-SRC-021 p.4 (пример блок 129 (p.4 верх)),4,FACT,MEASURED,UNSTATED,FIELD,HIGH,VISUAL_READ,FUZZY_70,SUPPORT,"Text layer reads ""величина V"" — Δ symbol lost; image shows ""ΔV"". The stated 1,5 м is at the threshold; the exact numeric ΔV (vs subsidence) is ambiguous.",
PC-70,EV-VN-S011-0681,process_mechanism,VKM-SRC-011,VKM-SRC-011 p.36 (текст с.70-71),36,FACT,INTERPRETATION,BKPRU1,FIELD,HIGH,TEXT_LAYER,EXACT,KEY,Key statement: actual subsidence 'ускоренное против расчетного' (faster than design calculation) — relevant to forecast model error.,
PC-70,EV-VN-S011-0629,monitoring_observation,VKM-SRC-011,VKM-SRC-011 p.34 (текст с.67; рис. 1.64–1.66),34,FACT,FIELD_OBSERVATION,BKPRU1,FIELD,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-70,EV-VN-S011-0658,process_mechanism,VKM-SRC-011,VKM-SRC-011 p.35 (текст с.69),35,FACT,INTERPRETATION,BKPRU1,FIELD,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-70,EV-VN-S006-0172,process_mechanism,VKM-SRC-006,VKM-SRC-006 p.73 (§6.3 p.73),73,FACT,DESCRIPTIVE,GENERAL_METHOD,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,"Directly relevant mechanism class for VKM (salt karst, brine inflow, sinkholes over flooded mines). Source gives no VKM data.",
PC-71,EV-VN-S018-0007,process_mechanism,VKM-SRC-018,VKM-SRC-018 p.2 (Введение),2,FACT,INTERPRETATION,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,TEXT_LAYER,EXACT,KEY,Key for 3D world: AZ as a heterogeneity/hazard stratum on ВЗТ strength; registry warns: no arbitrary material-property multiplier.,
PC-71,EV-VN-S018-0021,parameter,VKM-SRC-018,"VKM-SRC-018 p.4 (p.4, рис. 1, [7])",4,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-71,EV-VN-S006-0141,claim,VKM-SRC-006,VKM-SRC-006 p.60 (§5.3),60,FACT,DESCRIPTIVE,GENERAL_METHOD,NOT_APPLICABLE,HIGH,TEXT_LAYER,FUZZY_65,SUPPORT,"Relevant for VKM signal decomposition: surface displacement observed by levelling/InSAR = mining-induced + short-period (thermal, hydro, baric) + secular tectonic components. Source gives no VKM data.",
PC-71,EV-VN-S012-0141,process_mechanism,VKM-SRC-012,"VKM-SRC-012 p.31 (§1.4.2, [58])",31,FACT,LITERATURE_CITED,SOLIKAMSK_GROUP,FIELD,LOW,TEXT_LAYER,EXACT,SUPPORT,,scope SKRU1_SKRU2→SOLIKAMSK_GROUP (D-17)
PC-71,EV-VN-S001-0038,monitoring_observation,VKM-SRC-001,VKM-SRC-001 p.12 (Рис.3),12,FACT,MEASURED,SKRU1,FIELD,HIGH,VISUAL_READ,FUZZY_77,SUPPORT,"Map shows dense PS points over urban area (Solikamsk), dashed polygon (likely mine-field/contract boundary — not labelled), label 'СКРУ-1'. Zone 4 = dense cluster of dark points; zones 7 (subsidence) and 8 (uplift) at SW corner; zone 5 = large ellipse south. Not georeferenceable from the abstract.",
PC-72,EV-VN-S025-0840,claim,VKM-SRC-025,"VKM-SRC-025 p.153 (§6.1, с.153)",153,FACT,LAB_TEST,VKM_REGIONAL,LAB,HIGH,VISUAL_READ,EXACT,KEY,,
PC-72,EV-VN-S025-0862,claim,VKM-SRC-025,"VKM-SRC-025 p.159 (§6.2, с.159-160, Рис. 6.6)",159,FACT,LAB_TEST,VKM_REGIONAL,LAB,HIGH,VISUAL_READ,NOT_FOUND,SUPPORT,,
PC-72,EV-VN-S025-0348,process_mechanism,VKM-SRC-025,VKM-SRC-025 p.68 (p.68 (creep vs specimen height)),68,FACT,LITERATURE_CITED,GENERAL_METHOD,LAB,MEDIUM,OCR_VISUALLY_CONFIRMED,FUZZY_62,SUPPORT,,
PC-72,EV-VN-S025-0347,claim,VKM-SRC-025,VKM-SRC-025 p.67 (pp.67-68),67,FACT,LITERATURE_CITED,GENERAL_METHOD,LAB,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT,"Rheology-relevant: creep strain depends on specimen slenderness up to h/d=2 -> lab creep parameters depend on specimen geometry; cited, no values. printed page for second sentence = 68.",
PC-72,EV-VN-S012-0606,claim,VKM-SRC-012,VKM-SRC-012 p.116 (Заключение п.1 p.116),116,FACT,LAB_TEST,VKM_REGIONAL,LAB,HIGH,TEXT_LAYER,EXACT,SUPPORT,Correlation equations not in this chunk; see §3.4 (pp.73-82).,scope SKRU1_SKRU2→VKM_REGIONAL (D-17)
